code,description,type,package_line_level,gross_charge,discounted_cash_price,de_identified_min_contracted_rate,de_identified_max_contracted_rate,derived_contracted_rate,1199_commercial_other,aetna_medicare_advantage_hmo,aetna_commercial_hmo_pos,aetna_commercial_ppo_open_access,aetna_commercial_other,empire_health_commercial_other,empire_health_commercial_ppo_open_access,bluecross_blueshield_commercial_other,beacon_health_commercial_other,carelon_health_commercial_other,cigna_commercial_ppo_open_access,cigna_commercial_other,cigna_commercial_hmo_pos,eh_facet_commercial_other,emblemhealth_commercial_ppo_open_access,emblemhealth_commercial_other,emblemhealth_commercial_hmo_pos,emblemhealth_medicaid_hmo,emblemhealth_medicare_advantage_hmo,empire_health_commercial_hmo_pos,empire_health_medicare_advantage_hmo,empire_health_medicaid_hmo,evernorth_commercial_other,fidelis_commercial_other,fidelis_medicare_advantage_hmo,fidelis_medicaid_hmo,ghi_commercial_other,healthfirst_commercial_other,healthfirst_medicare_advantage_hmo,healthfirst_medicaid_hmo,healthplus_hp_medicaid_hmo,healthplus_hp_commercial_other,healthplus_hp_medicare_advantage_hmo,humana_commercial_other,humana_commercial_hmo_pos,humana_commercial_ppo_open_access,meritain_health_commercial_other,molina_commercial_other,optum_commercial_other,oxford_commercial_other,oxford_commercial_hmo_pos,tricare_commercial_other,united_healthcare_commercial_other,united_healthcare_medicare_advantage_hmo,united_healthcare_commercial_hmo_pos,united_healthcare_medicaid_hmo,united_healthcare_commercial_ppo_open_access,veteran_family_commercial_other
22634,FUSION OF ADDITIONAL SEGMENT OF SPINE WITH PARTIAL REMOVAL OF SPINE BONE AND DISC,Outpatient,Line,2908.18,2908.18,4612.0,4612.0,4612.0,,,,,,,,,,,,,,,,,,,,4612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22841,INSERTION OF WIRE TO STABILIZE SPINE BONES,Outpatient,Line,4012.0,4012.0,2411.0,2411.0,2411.0,2411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22845,"PLACEMENT OF STABILIZING DEVICE TO FRONT, 2-3 SPINE BONE SEGMENTS",Outpatient,Line,3300.4,3300.4,1281.75,5742.54,3822.33,,,2296.0,,,5087.35,5742.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4704.0,,,1281.75,,,,,
22850,REMOVAL OF STABILIZING DEVICE FROM BACK OF SPINE,Outpatient,Line,11192.0,11192.0,6050.0,6050.0,6050.0,,,,,,,6050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22853,INSERTION OF CAGE OR MESH DEVICE TO SPINE BONE AND DISC SPACE DURING SPINE FUSION,Outpatient,Line,3298.95,3298.95,1926.08,13756.96,5248.97,2411.0,,2296.0,,,6988.66,7012.11,,,,,,,,,,,,,13756.96,,,,,,,,,,,,,,,,,,,,2352.0,,,1926.08,,,,,
22856,"INSERTION OF ARTIFICIAL UPPER SPINE DISC, ANTERIOR APPROACH",Outpatient,Line,18471.5,18471.5,4704.0,10588.0,7646.0,,,,,,10588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4704.0,,,,,
22856,"INSERTION OF ARTIFICIAL UPPER SPINE DISC, ANTERIOR APPROACH",Outpatient,Package,18685.36,18685.36,4704.0,10588.0,7646.0,,,,,,10588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4704.0,,,,,
22869,PLACEMENT OF STABILIZING DEVICE TO LOWER SPINE LEVEL,Outpatient,Line,9056.89,9056.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22869,PLACEMENT OF STABILIZING DEVICE TO LOWER SPINE LEVEL,Outpatient,Package,27572.8,27572.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22870,PLACEMENT OF STABILIZING DEVICE TO SECOND LOWER SPINE LEVEL,Outpatient,Line,4157.34,4157.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22900,"REMOVAL OF GROWTH OF MUSCLE OF ABDOMEN, LESS THAN 5.0 CM",Outpatient,Line,1943.6,1943.6,3782.0,3782.0,3782.0,,,,,,3782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22900,"REMOVAL OF GROWTH OF MUSCLE OF ABDOMEN, LESS THAN 5.0 CM",Outpatient,Package,8226.03,8226.03,3782.0,3782.0,3782.0,,,,,,3782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22901,"REMOVAL OF GROWTH OF MUSCLE OF ABDOMEN, 5.0 CM OR MORE",Outpatient,Line,4747.74,4747.74,7564.0,7564.0,7564.0,,,,,,7564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22901,"REMOVAL OF GROWTH OF MUSCLE OF ABDOMEN, 5.0 CM OR MORE",Outpatient,Package,4749.58,4749.58,7564.0,7564.0,7564.0,,,,,,7564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22902,"REMOVAL OF GROWTH OF SOFT TISSUE OF ABDOMINAL WALL, LESS THAN 3.0 CM",Outpatient,Line,2009.3,2009.3,3781.25,3781.25,3781.25,,,,,,3781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22902,"REMOVAL OF GROWTH OF SOFT TISSUE OF ABDOMINAL WALL, LESS THAN 3.0 CM",Outpatient,Package,2337.3,2337.3,3781.25,3781.25,3781.25,,,,,,3781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22903,"REMOVAL OF GROWTH OF SOFT TISSUE OF ABDOMINAL WALL, 3.0 CM OR MORE",Outpatient,Line,3075.12,3075.12,3782.0,5127.0,4317.0,,,,4042.0,,3782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5127.0,,,,,
22903,"REMOVAL OF GROWTH OF SOFT TISSUE OF ABDOMINAL WALL, 3.0 CM OR MORE",Outpatient,Package,3398.99,3398.99,3782.0,5127.0,4317.0,,,,4042.0,,3782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5127.0,,,,,
23044,"INCISION OF COLLAR BONE JOINT FOR EXPLORATION, FLUID DRAINAGE, OR REMOVAL OF FOREIGN BODY",Outpatient,Line,7820.0,7820.0,3066.05,3066.05,3066.05,,,,,,,,,,,3066.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23044,"INCISION OF COLLAR BONE JOINT FOR EXPLORATION, FLUID DRAINAGE, OR REMOVAL OF FOREIGN BODY",Outpatient,Package,8766.0,8766.0,3066.05,3066.05,3066.05,,,,,,,,,,,3066.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23071,"REMOVAL OF GROWTH UNDER SKIN OF SHOULDER AREA, 3.0 CM OR MORE",Outpatient,Line,7099.15,7099.15,1273.03,6050.0,3329.41,,,2296.0,,,6050.0,5755.0,,,,,,,,,,,,,,,,,,,1273.03,,,,,,,,,,,,,,,,,,,,1273.03,,
23071,"REMOVAL OF GROWTH UNDER SKIN OF SHOULDER AREA, 3.0 CM OR MORE",Outpatient,Package,7434.98,7434.98,1273.03,6050.0,3329.41,,,2296.0,,,6050.0,5755.0,,,,,,,,,,,,,,,,,,,1273.03,,,,,,,,,,,,,,,,,,,,1273.03,,
23073,"REMOVAL OF GROWTH OF MUSCLE OF SHOULDER, 5.0 CM OR MORE",Outpatient,Line,7431.6,7431.6,2723.76,7564.0,5176.39,,,,,,7564.0,,,,,5241.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2723.76,,,,,
23073,"REMOVAL OF GROWTH OF MUSCLE OF SHOULDER, 5.0 CM OR MORE",Outpatient,Package,7788.71,7788.71,2723.76,7564.0,5176.39,,,,,,7564.0,,,,,5241.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2723.76,,,,,
23076,"REMOVAL OF GROWTH OF MUSCLE OF SHOULDER, LESS THAN 5.0 CM",Outpatient,Line,8772.0,8772.0,2778.24,2778.24,2778.24,,,,,,,,,,,,,,,,2778.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23076,"REMOVAL OF GROWTH OF MUSCLE OF SHOULDER, LESS THAN 5.0 CM",Outpatient,Package,9380.0,9380.0,2778.24,2778.24,2778.24,,,,,,,,,,,,,,,,2778.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23150,REMOVAL OF CYST OR GROWTH OF TOP PART OF UPPER ARM BONE,Outpatient,Line,20307.0,20307.0,4704.0,4704.0,4704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4704.0,,,,,,,,
23150,REMOVAL OF CYST OR GROWTH OF TOP PART OF UPPER ARM BONE,Outpatient,Package,21605.0,21605.0,4704.0,4704.0,4704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4704.0,,,,,,,,
23410,REPAIR OF ACUTE TORN SHOULDER ROTATOR CUFF,Outpatient,Line,10672.0,10672.0,3568.48,3568.48,3568.48,,,,,,,,,,,3568.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23410,REPAIR OF ACUTE TORN SHOULDER ROTATOR CUFF,Outpatient,Package,11127.0,11127.0,3568.48,3568.48,3568.48,,,,,,,,,,,3568.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23412,REPAIR OF CHRONIC TORN SHOULDER ROTATOR CUFF,Outpatient,Line,10472.0,10472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23412,REPAIR OF CHRONIC TORN SHOULDER ROTATOR CUFF,Outpatient,Package,15829.85,15829.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23430,ANCHORING OF BICEPS TENDON,Outpatient,Line,6481.91,6481.91,2411.0,9784.0,5741.98,,,2411.0,,,9784.0,8152.08,,,,,,,,,,,,,8961.0,,,,,,2571.9,,,,,,,,,,,,,,,,,,,,2571.9,,
23430,ANCHORING OF BICEPS TENDON,Outpatient,Package,7287.95,7287.95,2411.0,9784.0,5741.98,,,2411.0,,,9784.0,8152.08,,,,,,,,,,,,,8961.0,,,,,,2571.9,,,,,,,,,,,,,,,,,,,,2571.9,,
23472,"PROSTHETIC REPAIR OF SHOULDER JOINT, TOTAL SHOULDER",Outpatient,Line,20858.45,20858.45,1806.76,14448.23,8426.98,,14164.93,,,,,10285.0,,,,,,,,,14448.23,,,,,,,,,,3881.99,,1806.76,,,,,,,,,,,,4782.0,,,14164.93,,,3881.99,,
23473,REVISION OF TOTAL SHOULDER REPAIR,Outpatient,Line,22848.0,22848.0,4704.0,10588.0,7646.0,,,,,,,10588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4704.0,,,,,,,,
23473,REVISION OF TOTAL SHOULDER REPAIR,Outpatient,Package,28168.88,28168.88,4704.0,10588.0,7646.0,,,,,,,10588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4704.0,,,,,,,,
23480,INCISION OR PARTIAL REMOVAL OF COLLAR BONE,Outpatient,Line,15478.0,15478.0,1228.1,1228.1,1228.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1228.1,,
23480,INCISION OR PARTIAL REMOVAL OF COLLAR BONE,Outpatient,Package,48729.78,48729.78,1228.1,1228.1,1228.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1228.1,,
23505,CLOSED TREATMENT OF BROKEN COLLAR BONE WITH MANIPULATION,Outpatient,Line,5712.0,5712.0,6050.0,6050.0,6050.0,,,,,,6050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23505,CLOSED TREATMENT OF BROKEN COLLAR BONE WITH MANIPULATION,Outpatient,Package,12406.4,12406.4,6050.0,6050.0,6050.0,,,,,,6050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23515,TREATMENT OF BROKEN COLLAR BONE,Outpatient,Line,15803.43,15803.43,3311.64,10285.0,6293.03,,,4822.0,,,9784.0,10285.0,,,,,,,,,,6017.59,,,,,,,,,3311.64,,,,,,,,,,,,,,4704.0,,,5127.0,,,,,
23515,TREATMENT OF BROKEN COLLAR BONE,Outpatient,Package,17210.74,17210.74,3311.64,10285.0,6293.03,,,4822.0,,,9784.0,10285.0,,,,,,,,,,6017.59,,,,,,,,,3311.64,,,,,,,,,,,,,,4704.0,,,5127.0,,,,,
23550,TREATMENT OF DISLOCATED JOINT BETWEEN COLLAR BONE AND SHOULDER,Outpatient,Line,13923.11,13923.11,4704.0,10285.0,8264.33,,,,9804.0,,10285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4704.0,,,,,,,,
23550,TREATMENT OF DISLOCATED JOINT BETWEEN COLLAR BONE AND SHOULDER,Outpatient,Package,14433.24,14433.24,4704.0,10285.0,8264.33,,,,9804.0,,10285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4704.0,,,,,,,,
23552,TREATMENT OF DISLOCATED JOINT BETWEEN COLLAR BONE AND SHOULDER WITH TISSUE GRAFT,Outpatient,Line,7528.4,7528.4,3596.0,7195.4,5190.8,,,,,,,,,,,4781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596.0,7195.4,,,,
23552,TREATMENT OF DISLOCATED JOINT BETWEEN COLLAR BONE AND SHOULDER WITH TISSUE GRAFT,Outpatient,Package,9646.4,9646.4,3596.0,7195.4,5190.8,,,,,,,,,,,4781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596.0,7195.4,,,,
23615,TREATMENT OF BROKEN TOP OF UPPER ARM BONE,Outpatient,Line,20278.33,20278.33,10072.0,10072.0,10072.0,,,,,,10072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23615,TREATMENT OF BROKEN TOP OF UPPER ARM BONE,Outpatient,Package,22341.62,22341.62,10072.0,10072.0,10072.0,,,,,,10072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23616,TREATMENT OF BROKEN UPPER ARM BONE WITH REPLACEMENT,Outpatient,Line,17884.0,17884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23616,TREATMENT OF BROKEN UPPER ARM BONE WITH REPLACEMENT,Outpatient,Package,29501.85,29501.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23630,"TREATMENT OF UPPER ARM BONE, BROKEN AT SHOULDER JOINT",Outpatient,Line,13464.0,13464.0,7195.4,10285.0,8740.2,,7195.4,,,,10285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23630,"TREATMENT OF UPPER ARM BONE, BROKEN AT SHOULDER JOINT",Outpatient,Package,14518.84,14518.84,7195.4,10285.0,8740.2,,7195.4,,,,10285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23650,CLOSED TREATMENT OF DISLOCATED SHOULDER WITH MANIPULATION,Outpatient,Line,1732.32,1732.32,100.0,2375.0,1081.58,2153.0,,2153.0,2050.0,,,150.0,,,,413.01,,,,,551.08,1752.0,,,100.0,,,,,,577.45,,,,,,,,,236.77,,,,,2375.0,,236.77,1822.0,,,572.04,,
23650,CLOSED TREATMENT OF DISLOCATED SHOULDER WITH MANIPULATION,Outpatient,Package,2317.11,2317.11,100.0,2375.0,1081.58,2153.0,,2153.0,2050.0,,,150.0,,,,413.01,,,,,551.08,1752.0,,,100.0,,,,,,577.45,,,,,,,,,236.77,,,,,2375.0,,236.77,1822.0,,,572.04,,
23655,CLOSED TREATMENT OF DISLOCATED SHOULDER WITH MANIPULATION UNDER ANESTHESIA,Outpatient,Line,902.67,902.67,102.6,200.0,150.87,,,102.6,,,,200.0,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23655,CLOSED TREATMENT OF DISLOCATED SHOULDER WITH MANIPULATION UNDER ANESTHESIA,Outpatient,Package,5430.85,5430.85,102.6,200.0,150.87,,,102.6,,,,200.0,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23665,CLOSED TREATMENT OF DISLOCATED SHOULDER AND BROKEN UPPER ARM BONE AT SHOULDER JOINT WITH MANIPULATION,Outpatient,Line,2562.0,2562.0,577.45,1600.04,954.64,,1600.04,,,,,,,,,,,,,,,,,,,,,,686.44,,577.45,,,,,,,,,,,,,,,,,,,,,,
23665,CLOSED TREATMENT OF DISLOCATED SHOULDER AND BROKEN UPPER ARM BONE AT SHOULDER JOINT WITH MANIPULATION,Outpatient,Package,11044.43,11044.43,577.45,1600.04,954.64,,1600.04,,,,,,,,,,,,,,,,,,,,,,686.44,,577.45,,,,,,,,,,,,,,,,,,,,,,
23670,"TREATMENT OF DISLOCATED SHOULDER AND UPPER ARM BONE, BROKEN AT SHOULDER JOINT",Outpatient,Line,16964.0,16964.0,9634.0,9634.0,9634.0,,,,,,,9634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23670,"TREATMENT OF DISLOCATED SHOULDER AND UPPER ARM BONE, BROKEN AT SHOULDER JOINT",Outpatient,Package,29233.04,29233.04,9634.0,9634.0,9634.0,,,,,,,9634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23675,CLOSED TREATMENT OF DISLOCATED SHOULDER AND BROKEN NECK OF UPPER ARM BONE WITH MANIPULATION,Outpatient,Line,773.67,773.67,9483.28,9483.28,9483.28,,9483.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23675,CLOSED TREATMENT OF DISLOCATED SHOULDER AND BROKEN NECK OF UPPER ARM BONE WITH MANIPULATION,Outpatient,Package,6826.16,6826.16,9483.28,9483.28,9483.28,,9483.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23700,MANIPULATION OF SHOULDER JOINT UNDER ANESTHESIA,Outpatient,Line,2408.0,2408.0,988.82,988.82,988.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988.82,,
23700,MANIPULATION OF SHOULDER JOINT UNDER ANESTHESIA,Outpatient,Package,7224.48,7224.48,988.82,988.82,988.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988.82,,
23929,OTHER PROCEDURE ON SHOULDER,Outpatient,Line,931.0,931.0,2411.0,2411.0,2411.0,,,,2411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23929,OTHER PROCEDURE ON SHOULDER,Outpatient,Package,2816.42,2816.42,2411.0,2411.0,2411.0,,,,2411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24000,"INCISION OF ELBOW JOINT FOR EXPLORATION, FLUID DRAINAGE, OR REMOVAL OF FOREIGN BODY",Outpatient,Line,2824.5,2824.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24000,"INCISION OF ELBOW JOINT FOR EXPLORATION, FLUID DRAINAGE, OR REMOVAL OF FOREIGN BODY",Outpatient,Package,2824.5,2824.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24006,INCISION OF ELBOW WITH RELEASE OF JOINT CAPSULE,Outpatient,Line,12900.0,12900.0,7564.0,7564.0,7564.0,,,,,,7564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24006,INCISION OF ELBOW WITH RELEASE OF JOINT CAPSULE,Outpatient,Package,12900.0,12900.0,7564.0,7564.0,7564.0,,,,,,7564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24071,"REMOVAL OF GROWTH UNDER SKIN OF UPPER ARM OR ELBOW, 3.0 CM OR MORE",Outpatient,Line,6525.59,6525.59,1556.62,7564.0,4140.57,,,,3828.7,,6180.33,7564.0,,,,1573.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556.62,,
24071,"REMOVAL OF GROWTH UNDER SKIN OF UPPER ARM OR ELBOW, 3.0 CM OR MORE",Outpatient,Package,6525.59,6525.59,1556.62,7564.0,4140.57,,,,3828.7,,6180.33,7564.0,,,,1573.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556.62,,
24073,"REMOVAL OF GROWTH OF MUSCLE OF UPPER ARM OR ELBOW, 5.0 CM OR MORE",Outpatient,Line,4128.0,4128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24073,"REMOVAL OF GROWTH OF MUSCLE OF UPPER ARM OR ELBOW, 5.0 CM OR MORE",Outpatient,Package,6518.12,6518.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24075,"REMOVAL OF GROWTH UNDER SKIN OF UPPER ARM OR ELBOW, LESS THAN 3.0 CM",Outpatient,Line,4078.26,4078.26,1226.39,6017.59,3237.17,,,4822.0,3059.0,,3025.0,,,,,,,,,,1226.39,6017.59,,,,,,,,,1273.03,,,,,,,,,,,,,,,,,,,,,,
24075,"REMOVAL OF GROWTH UNDER SKIN OF UPPER ARM OR ELBOW, LESS THAN 3.0 CM",Outpatient,Package,4078.26,4078.26,1226.39,6017.59,3237.17,,,4822.0,3059.0,,3025.0,,,,,,,,,,1226.39,6017.59,,,,,,,,,1273.03,,,,,,,,,,,,,,,,,,,,,,
24076,"REMOVAL OF GROWTH OF MUSCLE OF UPPER ARM OR ELBOW, LESS THAN 5.0 CM",Outpatient,Line,6793.5,6793.5,7564.0,7564.0,7564.0,,,,,,,7564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24076,"REMOVAL OF GROWTH OF MUSCLE OF UPPER ARM OR ELBOW, LESS THAN 5.0 CM",Outpatient,Package,6793.5,6793.5,7564.0,7564.0,7564.0,,,,,,,7564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24105,REMOVAL OF FLUID-FILLED SAC OF ELBOW,Outpatient,Line,9116.0,9116.0,2154.39,2154.39,2154.39,,,,,,,,,,,,,,,,2154.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24105,REMOVAL OF FLUID-FILLED SAC OF ELBOW,Outpatient,Package,9116.0,9116.0,2154.39,2154.39,2154.39,,,,,,,,,,,,,,,,2154.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24110,REMOVAL OF CYST OR GROWTH OF UPPER ARM BONE,Outpatient,Line,15249.0,15249.0,7564.0,7564.0,7564.0,,,,,,7564.0,,7564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24110,REMOVAL OF CYST OR GROWTH OF UPPER ARM BONE,Outpatient,Package,16547.0,16547.0,7564.0,7564.0,7564.0,,,,,,7564.0,,7564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24116,REMOVAL OF CYST OR GROWTH OF UPPER ARM BONE AND DONOR BONE GRAFT,Outpatient,Line,12126.0,12126.0,7588.5,7588.5,7588.5,,,,,,7588.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24116,REMOVAL OF CYST OR GROWTH OF UPPER ARM BONE AND DONOR BONE GRAFT,Outpatient,Package,12553.4,12553.4,7588.5,7588.5,7588.5,,,,,,7588.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24120,REMOVAL OF CYST OR GROWTH OF ELBOW OR UPPER FOREARM BONE,Outpatient,Line,14994.0,14994.0,7564.0,7564.0,7564.0,,,,,,7564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24120,REMOVAL OF CYST OR GROWTH OF ELBOW OR UPPER FOREARM BONE,Outpatient,Package,14994.0,14994.0,7564.0,7564.0,7564.0,,,,,,7564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24149,EXTENSIVE REMOVAL OF BONY GROWTH AND TISSUE FROM ELBOW TO INCREASE ELBOW MOTION,Outpatient,Line,11762.89,11762.89,9784.0,9784.0,9784.0,,,,,,9784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24149,EXTENSIVE REMOVAL OF BONY GROWTH AND TISSUE FROM ELBOW TO INCREASE ELBOW MOTION,Outpatient,Package,11762.89,11762.89,9784.0,9784.0,9784.0,,,,,,9784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24201,"REMOVAL OF FOREIGN BODY, UPPER ARM OR ELBOW AREA",Outpatient,Line,3842.89,3842.89,1273.03,1273.03,1273.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273.03,,
24201,"REMOVAL OF FOREIGN BODY, UPPER ARM OR ELBOW AREA",Outpatient,Package,3842.89,3842.89,1273.03,1273.03,1273.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273.03,,
24220,INJECTION OF CONTRAST FOR IMAGING OF ELBOW JOINT,Outpatient,Line,2618.0,2618.0,2155.5,2155.5,2155.5,,,,,,,2155.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24300,MANIPULATION OF ELBOW UNDER ANESTHESIA,Outpatient,Line,2413.0,2413.0,6017.59,6017.59,6017.59,,,,,,,,,,,,,,,,,6017.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24300,MANIPULATION OF ELBOW UNDER ANESTHESIA,Outpatient,Package,2413.0,2413.0,6017.59,6017.59,6017.59,,,,,,,,,,,,,,,,,6017.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24341,REPAIR OF TENDON OR MUSCLE OF UPPER ARM OR ELBOW,Outpatient,Line,10412.8,10412.8,2477.67,9784.0,5655.22,,,,,,9784.0,,,,,,,,,,2477.67,,,,,,,,,,,,,,,,,,,,,,,,,,,4704.0,,,,,
24341,REPAIR OF TENDON OR MUSCLE OF UPPER ARM OR ELBOW,Outpatient,Package,11454.23,11454.23,2477.67,9784.0,5655.22,,,,,,9784.0,,,,,,,,,,2477.67,,,,,,,,,,,,,,,,,,,,,,,,,,,4704.0,,,,,
24342,REINSERTION OF TORN UPPER ARM TENDON,Outpatient,Line,10944.06,10944.06,2186.12,10285.0,5866.18,,,,,,10285.0,9984.4,,,,,,,,,,,,,,7195.4,,,,,,,,,,2186.12,,,,,,4822.0,,,4782.0,,,5127.0,,,2547.53,,
24342,REINSERTION OF TORN UPPER ARM TENDON,Outpatient,Package,12110.47,12110.47,2186.12,10285.0,5866.18,,,,,,10285.0,9984.4,,,,,,,,,,,,,,7195.4,,,,,,,,,,2186.12,,,,,,4822.0,,,4782.0,,,5127.0,,,2547.53,,
24343,REPAIR OF LIGAMENT OF THUMB SIDE OF ELBOW,Outpatient,Line,7218.0,7218.0,4681.38,4681.38,4681.38,,,,,,4681.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
